,rest_name,locality,rating,cuisines,cost_for_two,votes
3005,Taste of Indore                                     ,Navrangpura,2.8,"['Fast Food', 'Beverages', 'Street Food']",200,6
3006,Sadasya Bhojnalaya                                     ,"Sector 21, Gandhinagar",3,['Gujarati'],150,10
3007,Jai Jalaram Kathiyawadi                                     ,Prahlad Nagar,3.1,"['North Indian', 'Gujarati', 'Rajasthani']",400,7
3008,Murlidhar Corner                                     ,Isanpur,3.1,"['Chinese', 'South Indian', 'Street Food', 'North Indian']",400,9
3009,Masti Juice                                     ,Satellite,2.9,"['Beverages', 'Juices']",200,6
3010,Babita Samosa                                     ,Airport Gandhinagar Highway,3.1,"['Street Food', 'North Indian']",150,7
3011,Foodies Kitchen                                     ,Ambavadi,3.1,"['North Indian', 'Chinese', 'Biryani']",800,7
3012,Friends Maggi & Pasta Centre                                     ,Navrangpura,3.1,['Fast Food'],250,8
3013,Me and My Cake                                     ,Astodia,2.7,['Bakery'],300,9
3014,Hungry Heads                                     ,Satellite,3.2,['Fast Food'],300,8
3015,Lite Bite Cream N Snacks                                     ,Sarkhej,3,['Fast Food'],300,7
3016,A1 Marwadi BhajiPav Chinese                                     ,Vastral,3.1,['Street Food'],150,6
3017,Naitik Western Chaat                                     ,Ellis Bridge,2.9,"['North Indian', 'Street Food', 'Chinese', 'South Indian', 'Sandwich', 'Beverages']",300,5
3018,Savariya                                     ,"Chopati, Sector 16",3.1,"['Chinese', 'North Indian', 'Gujarati']",400,7
3019,L.S BhajiPav                                     ,Ghatlodia,3.1,['Street Food'],250,8
3020,Bobby's Snacks                                     ,Vastrapur,3,['Fast Food'],250,7
3021,Jay Dwarkadhish                                     ,Bopal,3.2,['North Indian'],300,8
3022,A2 To P2 Paratha                                     ,Navrangpura,3.2,['North Indian'],250,5
3023,Friends Fast Food & Soda Shop                                     ,Ambavadi,3,"['Fast Food', 'Street Food']",150,7
3024,KV Fruits & Spice                                     ,"The Spicy Street Road, Airport Gandhinagar Highway",2.9,"['Juices', 'Beverages']",250,6
3025,Prime Tiffin                                     ,Vejalpur,3,['North Indian'],200,5
3026,Gurudev Kathiyawadi Restaurant                                     ,Bodakdev,3.2,['Gujarati'],100,6
3027,Mother S Idli                                     ,Airport Gandhinagar Highway,3.2,['South Indian'],250,7
3028,The Biryani Life                                     ,Chandkheda,3.3,"['Biryani', 'North Indian']",350,5
3029,The Food Affair                                     ,Nikol,3.2,"['South Indian', 'Chinese', 'North Indian']",400,7
3030,Kolkata Biryani                                     ,Memnagar,3,"['Biryani', 'North Indian', 'Bengali', 'Chinese', 'Fast Food']",500,5
3031,Jay Ambe Fast Food                                     ,Nava Vadaj,2.8,"['North Indian', 'Chinese', 'South Indian']",200,6
3032,Hi5 Food Court                                     ,Chandlodia,3.1,"['Fast Food', 'Street Food', 'Chinese']",200,9
3033,New Raipur Bhajiya House                                     ,Isanpur,2.8,['Street Food'],300,9
3034,The Cafe Night                                     ,Vejalpur,3,['Fast Food'],s. 300,8
3035,Cafe Bunker                                     ,Prahlad Nagar,2.9,"['Fast Food', 'Beverages']",s. 450,4
3036,Hotel Airport Plaza                                     ,Hansol,3.1,['North Indian'],s. 550,6
3037,Eggetarian                                     ,Airport Gandhinagar Highway,3.1,['Fast Food'],s. 300,6
3038,Priti's Ghar Ka Khana                                     ,Bopal,3.1,['North Indian'],s. 300,8
3039,Cake 4 All                                     ,Isanpur,2.8,['Bakery'],s. 200,10
3040,Cafe Selfie                                     ,Nikol,3.1,"['Cafe', 'Beverages']",s. 400,7
3041,Pride King Food Point                                     ,Vejalpur,3.3,"['Fast Food', 'Street Food']",s. 250,5
3042,Chatkazz                                     ,C G Road,3.1,"['Fast Food', 'Beverages']",s. 300,5
3043,Sawariya Bhojnalaya                                     ,Sabarmati,3.1,"['Rajasthani', 'Gujarati']",s. 300,8
3044,Mama Da Dhaba                                     ,Shahibagh,3.1,"['North Indian', 'Chinese', 'Street Food']",s. 250,9
3045,Al Aqeeq Restaurant                                     ,Isanpur,3.1,"['North Indian', 'Chinese']",s. 500,10
3046,Makhan Misari Restaurant                                     ,Odhav,3.1,"['Chinese', 'Gujarati', 'North Indian']",s. 350,9
3047,Shiv Khana Khazana                                     ,Ranip,3,['North Indian'],s. 400,8
3048,So Lucky Kitchens                                     ,Thaltej,3.1,"['North Indian', 'Beverages']",400,7
3049,Shreeji Bhojnalay                                     ,Infocity,2.9,['Gujarati'],200,8
3050,Babs Food's                                     ,Satellite,3.2,"['Gujarati', 'North Indian']",400,6
3051,Jay Ambe Corner                                     ,Nikol,3.1,['Fast Food'],300,7
3052,Cake 4 You                                     ,Mani Nagar,2.9,"['Bakery', 'Desserts']",350,5
3053,Hungama Fun & Food                                     ,Naroda,3.2,['Gujarati'],350,5
3054,Raju Sandwichwala                                     ,Lal Darwaja,3,"['Sandwich', 'Street Food']",300,5
3055,A-One Bombay Biryani                                     ,Shahibagh,3.2,['Biryani'],200,5
3056,Shree Umiya Parlour                                     ,Gota,3.1,"['Ice Cream', 'Desserts']",250,8
3057,Radhika Bhojnalay                                     ,Manek Chowk,2.9,"['North Indian', 'Gujarati']",300,5
3058,Gurukrupa Restaurant                                     ,Chandkheda,3.1,"['North Indian', 'Fast Food']",200,6
3059,Jay Bhavani Dryfruit Dish Gola                                     ,Bodakdev,3.1,"['Ice Cream', 'Desserts']",350,5
3060,RD Fast Food                                     ,Nikol,3.2,"['North Indian', 'Chinese']",300,7
3061,Navrang Sandwich & Pizza                                     ,Sabarmati,2.9,"['Sandwich', 'Chinese', 'Street Food']",300,6
3062,Mewad Dish Gola Snacks Bar                                     ,Navrangpura,3,['Fast Food'],100,8
3063,Smokyzz Sizzlers                                     ,C G Road,2.8,"['Asian', 'Chinese']",900,5
3064,Momos's World                                     ,Vastral,3,['Momos'],200,6
3065,Heaven Juice Corner And Cafe                                     ,Mani Nagar,3.1,['Fast Food'],250,5
3066,Hungry Bird                                     ,Naroda,3,"['North Indian', 'Chinese']",300,5
3067,R K Loge And Restaurant                                     ,Kankaria,3.1,"['Gujarati', 'North Indian']",250,7
3068,Eggs & Maggi Mania                                     ,Prahlad Nagar,2.8,['Fast Food'],500,6
3069,Shree Madhav Fast Food                                     ,Ghatlodia,3.1,"['Fast Food', 'Street Food']",200,5
3070,ChilliHut                                     ,Sarkhej,2.8,"['Chinese', 'North Indian', 'Mughlai']",650,6
3071,Snacks Factory                                     ,Chandkheda,3,"['Street Food', 'Fast Food']",300,4
3072,Manish Sweets                                     ,Hansol,3.1,['Mithai'],150,7
3073,Khichdi Ghar Jaisi                                     ,Prahlad Nagar,2.8,['North Indian'],300,7
3074,Love Point                                     ,Navrangpura,3.1,"['Fast Food', 'Rolls']",250,5
3075,Apunka Addaa                                     ,Isanpur,3.2,['Fast Food'],300,8
3076,Jay Kalyan Fast Food                                     ,Sola,3.1,"['North Indian', 'Street Food']",200,5
3077,Shriji Lassi                                     ,Rakhial,2.9,"['Beverages', 'Ice Cream']",100,9
3078,Egg House                                     ,Bodakdev,3,"['Fast Food', 'Gujarati']",600,5
3079,Eat Now                                     ,Airport Gandhinagar Highway,3.1,"['North Indian', 'Chinese', 'Fast Food']",450,5
3080,Vanraj Restaurant                                     ,Lal Darwaja,3,"['South Indian', 'Fast Food', 'North Indian', 'Gujarati']",400,4
3081,Jay Mataji                                     ,Vastrapur,3,['North Indian'],300,6
3082,VC's World                                     ,Mani Nagar,3,"['South Indian', 'North Indian', 'Chinese', 'Fast Food']",500,6
3083,Savna Chulla Dosa & Bhajipav                                     ,"Fun Food Battalian, Bopal",3,['South Indian'],400,6
3084,Mumbai Chaat Wala                                     ,"Arved Transcube Plaza , Ranip",3,['Street Food'],300,5
3085,Star Restaurant                                     ,Relief Road,3.1,"['North Indian', 'South Indian']",300,9
3086,Prince Refreshment Bhaji Pav                                     ,"Kankaria Lake, Kankaria",2.9,"['Street Food', 'South Indian', 'Chinese', 'Fast Food']",250,8
3087,Shree Ram Punjabi & Chinese                                     ,Astodia,3,"['North Indian', 'Chinese']",400,9
3088,Tulsi Just Eat                                     ,Gota,2.9,['North Indian'],300,4
3089,Annapurna K.A                                     ,Vejalpur,3.1,['North Indian'],350,6
3090,Om Jalaram Parotha House                                     ,Bopal,3.1,"['North Indian', 'Gujarati']",300,7
3091,F S Food                                     ,Jamalpur,3.1,['Fast Food'],300,7
3092,Brothers Food                                     ,Bhadra,2.8,['Fast Food'],350,7
3093,The Egg Story                                     ,Bopal,2.9,['North Indian'],250,6
3094,Shiv Shakti Dalbati                                     ,Gota,2.9,"['North Indian', 'Gujarati', 'Chinese']",400,6
3095,Nasto                                     ,Airport Gandhinagar Highway,2.8,"['Fast Food', 'Street Food', 'Chinese']",400,4
3096,Northan Tadka Restaurant                                     ,Airport Gandhinagar Highway,3.1,"['North Indian', 'Chinese']",350,6
3097,Food 4 Good                                     ,"SBR Social, Bodakdev",3,"['Mexican', 'Lebanese', 'Italian']",600,6
3098,Tikka Way Restaurant                                     ,Adalaj,3.2,"['North Indian', 'Mughlai']",400,5
3099,Thali Adda                                     ,Infocity,2.9,['North Indian'],300,4
3100,Shree Indore Chaat House                                     ,Mani Nagar,3.1,['Fast Food'],150,9
3101,Shree World of Lassi & Ice Cream                                     ,Airport Gandhinagar Highway,3,"['Desserts', 'Beverages']",200,7
3102,A - One Bombay Biryani                                     ,Sarkhej,3,['Biryani'],300,8
3103,Chulha Chicken                                     ,Thaltej,3.1,['North Indian'],250,5
3104,Restaura O7                                     ,"Club O7, Bopal",3.1,"['South Indian', 'North Indian', 'Continental', 'Street Food', 'Fast Food', 'Beverages']",400,6
3105,Shiv Shakti Restaurant                                     ,Bopal,3,"['North Indian', 'Fast Food']",250,6
3106,New Rashtriya Bhajiya House                                     ,Ashram Road,2.8,['Street Food'],150,7
3107,Shri Shakti Parotha Centre                                     ,Shahibagh,2.9,['North Indian'],200,5
3108,Toy Joy Tales                                     ,Bodakdev,3.1,['Healthy Food'],300,8
3109,Jay Khodiyar Bhajiya House                                     ,Naroda,3.2,['Street Food'],200,9
3110,Prince Snacks                                     ,Mani Nagar,3.2,"['Street Food', 'Fast Food']",400,9
3111,Hari Om Food                                     ,Satellite,3.1,['North Indian'],400,9
3112,Bajrang Bhajiya Center                                     ,Bapunagar,3.1,['Street Food'],100,7
3113,Jay Bhairunath                                     ,Bapunagar,2.9,['North Indian'],300,9
3114,Chennai Express                                     ,Manek Chowk,3.1,['South Indian'],400,7
3115,Swaad Kathiyawadi Thali                                     ,Gota,2.9,['Gujarati'],200,7
3116,Thadi Outdoors                                     ,Satellite,3.1,"['North Indian', 'Chinese']",300,6
3117,I Shree Khodiyar Bhajipav and Chinese                                     ,Ranip,3.2,"['Street Food', 'Chinese']",200,6
3118,Mama Rajwadi Ganthiya                                     ,Odhav,3.3,"['Gujarati', 'Street Food']",200,7
3119,Cafe Kitley                                     ,Nikol,2.8,"['Sandwich', 'Fast Food', 'Beverages']",300,4
3120,Mewad Ice Cream And Fast Food                                     ,Navrangpura,3.1,"['Fast Food', 'Rolls', 'Ice Cream', 'Desserts', 'Beverages']",200,4
3121,Shree Mahalaxmi Food Corner                                     ,Vasna,3.1,"['Fast Food', 'Street Food']",150,5
3122,Chef Bakers                                     ,Ranip,3.2,"['Bakery', 'Desserts']",500,5
